17
813 900
689 628 -391
207 603 -137
571 225 -986
523 122 -902
168 454 90
250 836 -31
192 411 -158
183 766 -276
820 228 -214
541 924 926
929 976 448
198 582 458
396 188 832
113 899 446
526 383 427
416 234 612
159 554 -505
218 861 898
894 696 175
503 163 -839
646 252 -216
970 535 679
490 477 244
304 237 245
316 494 571
17 198 212
780 644 296
11 563 -399
921 582 -352
818 561 668
681 265 -661
492 787 847
363 916 291
881 887 630
109 171 -790
772 625 -317
353 206 -152
39 828 -527
736 267 915
448 864 -815
246 743 -286
293 166 492
259 527 156
161 496 962
454 811 -179
120 786 27
889 443 -77
302 586 -988
280 32 -923
236 626 -932
969 460 840
364 479 418
688 946 -485
193 939 712
281 449 -433
64 84 -610
588 556 -461
145 56 689
79 632 -301
847 224 -720
897 250 571
958 412 -945
207 974 378
934 300 552
850 882 570
266 144 877
637 973 23
152 62 -299
600 350 697
310 566 -864
451 264 93
546 817 -759
693 307 -519
554 367 631
674 951 -24
542 743 365
729 139 -841
178 452 -203
604 276 980
824 509 838
936 194 608
770 524 123
487 697 732
158 113 655
58 721 877
20 584 -702
148 636 -969
247 844 -422
951 790 329
465 11 -287
764 298 241
447 884 829
408 453 -11
486 941 533
282 524 566
950 339 156
495 275 -644
768 532 -642
317 34 -147
740 361 217
856 634 95
485 382 757
192 808 -757
285 365 -918
577 28 785
424 336 -589
104 833 -495
296 36 510
612 438 -370
200 616 729
501 784 878
302 422 -674
821 181 -543
778 289 648
553 106 -276
13 488 597
199 268 -933
33 469 -944
645 882 -928
307 210 -821
58 945 -220
266 909 713
756 168 83
328 281 -676
572 414 -973
898 425 -833
972 73 932
633 958 -197
759 289 309
291 383 -55
914 691 -365
950 909 -843
460 925 141
100 34 -587
356 199 -177
806 353 -24
279 706 610
522 710 467
659 197 891
479 891 582
720 87 588
193 620 -127
133 54 757
642 955 -841
300 516 -289
264 836 -546
418 193 -409
743 863 243
674 203 234
226 17 -990
740 258 -59
298 309 -261
838 660 -360
413 364 243
499 752 -299
792 218 93
601 462 -297
244 541 842
871 316 137
530 804 375
762 665 -716
236 520 430
410 837 -554
330 379 -370
936 309 861
481 259 567
14 445 425
735 912 -760
434 472 646
268 466 -329
705 269 570
953 386 82
454 857 491
220 530 51
50 418 -66
177 27 710
388 414 -61
889 606 968
804 558 786
249 299 503
545 419 793
567 228 754
726 114 -283
116 295 -277
362 698 523
956 497 -142
166 752 780
799 524 -815
919 817 56
336 323 508
817 239 -242
654 381 -633
157 30 -608
882 978 876
56 181 -518
663 741 568
247 391 703
184 829 -908
607 49 881
109 297 -708
833 602 519
253 944 71
397 644 674
120 642 -278
649 24 -518
972 736 24
421 952 -492
256 74 23
715 637 -953
304 696 -956
912 77 -79
44 252 -256
707 67 -773
657 218 998
890 185 195
889 780 -923
836 969 6
345 656 -633
739 649 -762
304 389 -115
57 779 396
95 553 479
197 775 42
945 384 -375
631 601 -395
136 877 -265
903 313 765
541 759 -973
774 71 496
475 263 12
193 269 -897
969 754 767
538 110 -484
712 802 557
340 360 -264
486 509 -983
839 963 -37
639 57 747
188 774 413
136 451 560
264 370 600
448 92 -556
532 351 484
287 1 575
753 611 13
321 792 -413
27 756 -300
238 663 107
609 305 751
344 800 -398
659 931 997
742 932 290
646 228 472
510 71 392
928 489 490
616 487 750
934 860 -460
534 304 -761
45 724 895
793 178 938
417 663 -992
478 970 -173
978 14 500
168 690 29
458 70 -174
34 603 480
916 67 -796
771 250 -912
384 761 -361
889 12 112
45 58 689
294 374 103
893 754 230
637 879 814
693 892 -521
243 688 756
725 231 -38
724 828 -672
698 328 -2
890 66 332
665 770 573
136 376 -365
823 838 461
551 220 -226
465 920 503
982 543 557
86 845 -580
70 334 429
200 608 -716
237 24 619
556 288 -257
875 516 718
725 95 990
439 384 553
921 242 671
715 574 -293
131 773 -217
110 346 -747
365 831 -50
584 19 -246
296 858 566
96 748 821
233 418 615
460 351 -192
776 701 -596
981 9 551
500 753 -713
206 653 -930
43 481 -178
411 46 275
390 752 -726
562 739 354
122 113 -994
887 754 897
304 89 -234
18 661 814
58 980 -694
954 423 786
15 54 453
41 460 130
600 479 -812
595 684 52
83 286 920
646 436 656
318 453 -908
803 659 -520
921 346 205
615 53 221
978 248 -652
690 975 -460
151 679 -421
924 307 -4
318 940 179
151 646 -401
980 528 288
42 260 887
774 748 737
743 762 877
409 743 -166
303 899 891
950 100 161
432 372 314
324 418 -626
692 540 -685
953 689 42
573 737 191
769 412 324
369 663 -949
531 584 -960
968 20 -670
131 517 495
308 260 588
860 70 419
730 814 511
88 711 269
664 677 605
668 287 757
274 525 -500
366 457 478
231 216 295
636 306 -939
133 557 335
808 292 187
519 611 920
97 631 -870
786 948 462
496 747 8
938 293 250
307 208 308
861 569 -690
165 531 273
896 106 -184
972 594 968
194 167 -240
750 908 110
39 909 -599
160 238 824
914 661 -610
669 72 644
903 902 618
362 80 945
376 439 190
362 526 442
586 38 -979
57 184 122
332 584 -362
660 833 -1000
606 355 -439
809 293 447
237 114 355
204 328 -281
417 109 -498
801 257 -597
532 383 176
56 752 195
129 841 -382
632 624 382
493 599 879
848 169 221
360 338 -588
154 86 -602
120 80 -253
277 540 742
209 918 -644
345 666 -449
311 554 51
406 949 -227
455 379 -659
373 213 558
811 685 -454
796 78 -447
792 166 -245
517 51 -890
356 949 636
183 762 901
188 311 898
630 133 -483
567 639 -84
54 916 -144
88 676 545
243 664 648
272 932 -731
802 205 -733
781 137 362
397 820 814
876 10 366
413 670 514
423 869 631
647 703 221
70 223 791
155 920 310
468 838 469
582 681 -967
77 868 664
257 608 -599
35 562 -44
454 184 76
792 251 -322
5 925 748
89 887 -746
126 228 518
76 206 -536
7 598 -238
954 683 252
954 428 669
325 106 606
608 25 32
410 30 -567
968 483 -312
716 423 -987
925 587 -71
808 536 686
614 523 48
633 470 -700
504 47 107
310 190 -64
605 73 330
409 908 -216
505 150 -790
5 796 -634
360 627 467
758 45 -41
664 84 -421
106 574 -168
814 727 797
980 639 122
405 633 554
591 768 988
636 375 -530
235 711 356
109 374 -468
514 156 210
647 377 -295
379 591 379
429 112 -410
753 37 729
954 330 185
928 9 -561
286 60 198
751 413 569
69 887 774
139 352 959
230 863 689
417 411 -189
920 866 464
235 359 39
177 775 -237
398 691 -368
877 283 287
701 96 957
565 761 352
517 422 -956
835 774 636
468 136 172
233 975 -31
662 489 -679
710 174 677
633 490 -596
328 206 852
346 16 693
212 652 -80
93 592 -965
97 239 -321
341 923 390
578 66 278
495 285 -594
573 274 -244
348 340 832
525 503 825
648 13 -797
379 614 -680
275 233 277
20 517 642
96 168 -701
148 649 -752
731 940 -496
516 97 -929
615 560 395
374 404 67
711 914 -517
726 378 652
698 359 941
698 801 -358
41 682 43
225 789 -740
838 71 -454
581 62 53
982 660 534
205 289 13
211 342 -582
671 511 -377
845 735 -863
817 432 -632
92 623 874
858 822 651
168 510 54
189 978 910
940 396 301
123 280 231
59 540 762
864 980 -793
800 850 96
268 428 -123
102 785 279
401 486 734
312 659 542
823 523 -705
503 720 212
270 486 167
808 970
298 524 -853
484 448 253
477 301 -540
109 787 -863
238 293 276
535 660 -148
463 137 -279
68 366 583
3 42 -138
438 610 -522
268 759 -542
507 248 735
521 797 374
611 227 451
237 630 -129
185 331 450
58 108 -573
329 627 126
605 768 -184
79 567 -831
167 219 -824
671 748 -334
686 57 605
698 539 120
278 44 -732
722 661 347
780 682 536
474 3 -545
719 792 238
574 698 -985
449 792 -771
489 124 -309
562 564 -902
265 538 41
707 574 -499
458 445 -596
53 59 -197
145 738 556
756 118 -870
330 521 676
576 740 -356
518 82 -199
246 366 662
698 76 -443
516 528 -871
323 369 864
371 157 -311
117 429 867
536 587 -35
203 318 -6
162 504 -364
750 214 -658
625 627 621
222 564 807
401 17 298
636 30 60
784 285 22
448 762 88
511 308 247
102 245 733
517 400 -244
470 560 -833
183 622 346
148 427 771
285 602 331
367 401 827
315 787 733
522 757 -173
342 434 542
783 19 533
803 67 -517
237 452 -958
141 708 -943
322 139 -428
16 370 -4
187 591 -609
463 491 -910
27 472 66
144 777 231
263 304 66
348 222 418
555 742 -577
133 801 -10
787 382 -932
755 712 111
20 586 665
297 714 724
498 800 -706
328 778 -861
760 381 365
724 367 -875
195 203 7
684 619 -526
72 358 647
808 115 -821
568 390 -91
259 416 -898
559 127 60
205 46 -669
18 230 -650
108 585 908
249 242 543
158 625 -220
234 183 -483
480 221 -960
745 258 827
646 729 -288
793 686 -708
269 677 7
726 214 -914
805 259 752
445 417 -772
517 550 157
246 629 -219
373 260 679
767 82 890
507 183 -79
347 575 287
193 507 -800
381 679 346
607 148 770
271 437 -230
320 87 -988
274 350 174
675 749 -284
394 624 865
26 409 -521
287 795 461
467 703 -470
444 233 728
391 417 -766
426 274 73
748 302 290
184 124 244
691 779 -325
794 385 -732
692 669 -319
340 350 -788
533 316 -165
40 174 -477
501 641 -851
41 520 997
301 499 -410
691 381 686
157 362 -554
187 363 -31
144 388 -547
788 77 827
777 138 441
103 655 638
165 573 -945
390 573 -988
180 566 872
634 323 -876
98 620 438
689 203 -47
496 619 839
806 71 -848
512 500 -808
570 139 103
682 411 -703
682 9 -678
344 490 -718
379 239 855
624 8 -593
467 506 781
483 134 -822
696 289 -780
97 686 -829
382 676 409
93 549 897
606 244 -372
206 43 -289
334 486 -595
657 658 -915
648 435 651
173 367 475
138 577 381
344 708 929
290 731 -499
659 475 -322
55 251 -746
752 676 842
707 420 977
641 492 9
283 793 -51
383 793 133
637 641 136
700 683 -161
304 637 302
230 484 -100
304 780 412
230 348 -591
298 415 -285
255 213 -200
240 158 432
261 756 718
544 619 152
434 233 -224
116 150 83
386 307 -424
30 155 -422
286 388 508
226 619 -188
522 112 587
243 185 434
190 371 -557
85 127 -431
666 724 329
806 199 -621
346 79 732
314 449 187
56 320 829
201 446 -203
179 512 -300
340 79 16
137 708 -569
607 721 -530
188 305 -443
707 381 -601
303 600 861
578 435 -966
219 523 924
213 247 -485
784 301 665
654 30 619
794 426 -907
648 600 -93
91 594 -448
38 277 -616
397 795 -530
184 154 634
268 188 -496
311 788 931
777 640 528
780 73 103
683 684 972
725 380 -171
679 318 713
422 553 848
74 282 -517
305 297 -42
540 578 -250
58 283 56
576 508 324
797 130 713
25 558 -368
376 415 -179
674 722 707
487 375 -282
459 435 -977
495 447 -160
472 613 820
705 145 -761
357 284 223
523 706 25
47 696 -755
632 806 -696
655 682 309
600 486 -823
60 683 739
182 127 807
254 428 982
705 259 584
59 687 -264
285 400 661
145 584 994
483 647 690
69 582 -228
646 27 186
780 92 -489
401 479 -11
161 188 -915
95 720 198
677 138 412
697 495 -27
538 325 455
215 72 -35
652 250 708
188 437 768
252 625 -45
224 398 835
642 264 520
376 364 585
721 106 899
294 289 253
669 627 440
319 699 972
340 603 988
393 639 -149
374 338 -320
41 199 -810
239 537 291
151 158 49
572 637 950
507 659 -828
15 391 373
43 33 234
208 390 -961
550 179 50
492 27 -429
280 159 -366
87 386 749
293 226 -594
426 720 -563
74 667 -134
142 622 -38
119 262 -978
412 250 567
42 734 -904
684 86 -916
190 615 -88
443 343 366
743 417 986
582 788 -67
272 471 -990
667 355 -854
614 564 -201
631 600 364
303 396 -161
440 577 -845
438 366 357
601 183 -953
16 10 691
431 388 -780
626 221 522
146 393 -183
429 585 391
557 328 -383
399 159 729
215 719 446
459 207 272
390 311 -230
275 125 -140
479 783 -165
273 64 -739
179 692 -374
33 699 387
528 712 204
366 273 -984
171 497 342
237 705 130
377 98 -531
618 655 -324
79 277 -588
286 188 991
175 684 -915
557 193 756
439 499 -367
621 95 -487
653 761 -335
81 430 246
792 780 593
432 381 -477
336 521 -754
432 775 -405
513 310 -208
756 651 -307
347 491 -453
633 374 -452
466 408 -518
90 134 -55
26 381 951
317 156 448
713 530 -239
752 402 -326
643 151 -399
375 48 431
302 262 -763
226 17 835
122 495 956
790 743 -274
481 523 309
598 782 467
231 168 -159
253 680 -795
530 204 -369
236 76 -688
620 131 542
684 21 666
590 535 797
775 39 929
377 358 904
703 586 206
175 490 169
307 647 507
564 381 315
377 461 252
426 658 -587
438 240 -556
261 298 -840
789 719 -907
602 611 -828
229 141 742
157 617 203
71 483 494
595 250 -208
328 709 395
39 81 440
501 517 615
1 163 -799
22 582 -174
25 705 -481
269 49 -767
768 724 282
322 25 -855
712 666 -860
151 720 -11
631 194 -992
53 147 -874
352 507 -1000
805 430 -738
15 503 374
141 660 809
21 536 245
162 277 202
329 195 -88
352 4 149
215 94 -601
501 528 -166
585 66 627
374 58 -843
138 70 510
412 415 -956
287 593 935
377 625 -396
695 523 601
759 26 526
713 131 858
517 299 -218
557 37 -837
467 532 173
690 738 107
344 612 -572
512 110 -319
80 462 918
260 625 -695
560 670 -141
30 535 -288
425 669 -906
567 577 953
633 574 -484
427 324 427
626 657 618
788 187 -126
800 84 882
668 259 -572
304 415 167
355 88 -505
129 765 371
223 611 -605
228 86 952
649 446 235
440 357 538
212 702 -852
493 738 774
93 152 -409
226 619 -916
532 69 383
188 329 -151
364 435 71
56 462 365
704 544 -432
359 255 559
237 490 415
755 204 -710
367 544 -972
285 100 -441
701 522 -579
593 405 268
741 419 901
359 71 907
4 380 -757
312 642 -110
291 561 661
446 652 156
767 702 -877
305 389 -801
190 521 906
591 326 -242
208 682 288
566 101 223
146 362 524
229 262 486
392 709 -327
553 392 -34
472 143 636
379 683 -259
793 335 -40
71 329 -615
382 399 -739
144 681 -650
352 413 177
724 201 -808
628 689 -362
576 275 -701
282 247 -32
523 686 488
217 744 927
806 87 -945
458 51 -994
606 5 -313
140 28 402
55 334 230
259 542 25
422 688 -928
518 603 -913
512 460 880
799 547 -993
322 567 -539
808 584 -285
153 702 -2
783 437 191
645 171 -87
333 96 -831
70 37 -792
472 99 -81
265 77 473
172 338 -417
268 750 -815
186 189 -282
548 547 367
12 197 526
206 287 -316
244 519 973
213 5 -143
643 18 352
375 573 163
532 657 959
102 282 -691
761 558 507
138 624 964
257 64 -432
193 341 437
512 93 619
121 382 554
17 598 -88
598 201 441
534 395 -846
730 610 -76
789 626 648
360 357 437
613 611 -949
427 624 327
382 165 -574
119 8 527
136 519 897
533 382 -805
459 659 -776
507 8 292
203 436 375
750 250 277
351 589 558
311 448 813
392 185 775
550 378 299
148 772 733
462 14 763
415 187 906
538 657 -536
196 780 596
724 409 -12
54 618 265
260 531 -502
343 154 109
356 466 -180
582 376 833
400 360 -160
71 752 557
319 349 -607
494 565 -867
418 669 331
243 273 479
387 704 71
146 532 -155
564 423 -479
388 199 168
576 278 149
160 548 623
88 461 119
216 36 497
226 214 766
468 733 -38
157 123 -17
64 328 519
699 790 79
761 387 143
253 618 816
294 65 216
2 606 374
516 285 600
698 219 -766
650 630 -325
343 75 671
540 149 405
433 173 309
243 287 -81
432 511 -472
131 478 -814
526 324 687
122 780 -696
782 498 -471
391 65 495
495 689 -847
786 691 -309
93 511 -111
144 472 458
744 791 266
52 479 992
572 168 -755
649 661 493
738 615 -827
230 315 -279
106 301 457
743 708 402
650 621 450
104 265 456
792 385 372
389 577 -866
606 79 -386
71 419 388
588 98 109
713 5 -366
245 797 910
497 683 140
67 273 855
221 667 140
570 414 -262
720 301 -67
509 522 65
711 713 -142
327 350 -966
2 55 791
344 457 771
111 377 -894
234 569 670
211 784 357
80 294 -111
467 453 576
56 299 405
211 65 -570
682 445 615
619 546 -706
192 800 892
23 303 -504
181 309 -723
258 397 -325
659 782 1000
421 744 -93
372 795 490
7 606 -549
300 609 876
597 145 -844
336 169 -918
257 96 180
71 14 -128
3 67 -264
163 378 -490
75 718 293
595 356 -891
214 798 -75
681 176 822
246 119 -777
497 428 -94
149 702 -23
706 489 279
635 27 -160
133 621 -442
778 476 -545
9 772 452
568 16 848
768 764 4
429 798 -891
510 260 361
141 359 -72
752 435 119
154 586 -192
58 408 383
531 577 -621
154 138 72
52 203 245
583 448 -918
105 334 -591
430 154 -372
6 663 -925
589 752 871
324 518 507
448 504 398
370 109 -835
59 551 -117
703 680 -895
515 166 738
41 601 -844
785 41 133
19 67 212
153 758 632
579 210 371
700 487 193
633 526 727
671 159 -631
70 277 -643
572 583 -373
626 259 -269
27 381 632
431 411 -60
694 190 404
107 13 -314
750 702 -936
191 717 268
196 255 860
476 494 -39
264 250 -691
641 18 -445
84 533 953
382 419 144
380 614 839
541 740 -650
554 587 655
593 596 337
479 718 667
622 709 384
183 426 -78
134 585 -216
286 83 48
794 475 891
191 493 -471
438 131 349
37 710 -517
720 667 -968
152 324 786
676 516 302
255 601 -314
28 646 109
218 571 862
583 64 907
549 518 -393
36 604 -716
672 147 316
447 212 -16
754 780 -859
762 446 -868
244 666 228
759 231 -434
453 365 -704
602 163 199
42 172 200
65 723 392
274 411 -609
538 242 129
705 607 -973
337 595 -567
403 670 347
797 115 436
428 86 -753
355 724 57
83 280 -589
348 745 678
691 668 -27
209 733 -318
393 789 987
158 155 605
242 208 718
521 441 257
758 645 -488
89 610 996
9 239 -640
556 240 697
691 105 325
343 443 827
478 325 741
484 209 -754
123 741 664
13 686 -531
221 654 -865
718 113 -161
289 667 406
677 260 592
524 278 462
212 379 -390
345 783 967
672 778 482
619 19 243
20 160 370
588 211 -488
169 761 -705
504 390 -560
450 654 470
599 658 -258
313 357 402
600 202 -377
767 608 945
331 282 113
798 331 517
807 163 -394
170 237 -765
464 539 -14
657 746 391
264 473 -525
700 789 895
147 758 -771
276 738 -525
462 707 781
704 588 586
691 764 -199
498 603 471
370 103 -960
417 121 60
176 356 -917
517 728 393
624 622 320
237 744 213
694 736 723
728 264 -714
466 248 -16
26 208 316
445 374 -266
183 35 612
422 86 -447
764 246 351
549 700 -603
283 386 -276
469 167 267
165 61 -248
793 715 -320
400 455 -53
250 227 584
49 513 413
638 92 246
576 131 874
48 701 445
230 302 409
797 312 133
67 163 187
782 555 440
488 515 -843
723 121 -183
141 751 346
596 465 750
153 428 -641
310 360 -194
185 216 972
663 407 -76
688 303 -206
473 48 231
752 538 467
428 289 -288
14 271 -378
486 231 -988
328 172 -611
420 361 -255
533 773 -43
266 96 -184
30 13 -932
678 141 -239
721 673 903
269 480 -92
607 697 -902
742 280 -215
671 633 84
497 479 277
564 257 -631
170 208 -159
778 119 421
478 199 998
665 520 -733
132 574 -116
548 34 713
135 557 -859
303 302 -789
98 358 -792
654 483 486
40 771 -922
274 414 658
446 365 782
775 550 317
679 68 710
406 118 -306
184 485 213
735 384 -853
179 202 562
241 360 822
301 800 845
13 623 997
468 363 -735
131 631 526
718 652 93
681 504 -579
601 413 881
781 202 -272
115 143 -977
55 706 -679
566 15 -539
285 529 690
133 471 820
286 211 -158
453 763 204
179 396 441
796 492 -484
510 584 -504
628 38 -212
72 429 919
695 706 156
57 749 429
308 579 -55
97 541 315
246 537 158
13 399 311
321 179 -873
523 415 824
775 342 41
344 744 958
544 131 525
105 552 367
785 500 -595
403 295 174
395 218 659
207 672 95
336 528 12
662 356 -133
126 20 877
127 269 -718
94 559 78
170 367 -687
542 519 756
652 84 258
151 563 -754
326 496 159
660 51 -341
177 102 -216
19 222 -665
278 485 -482
464 412 -803
672 232 533
343 74 359
594 147 854
717 626 733
293 352 -133
281 787 11
623 605 332
50 94 191
130 113 -496
139 546 260
327 425 729
343 376 955
796 28 -348
171 806 -260
616 681 1
749 116 461
261 174 -410
294 805 -373
274 9 -896
141 196 -157
659 172 702
491 288 -145
535 343 -27
291 553 -882
52 393 -915
789 799 -488
554 706 259
526 226 -569
567 59 -834
567 508 -893
264 451 341
256 553 606
568 804 470
694 188 761
505 78 951
25 613 755
626 676 993
231 555 -466
925 829
721 87 633
670 712 -469
787 292 8
595 181 618
44 406 271
183 320 -367
44 165 243
371 113 909
788 905 -548
741 389 -650
467 695 -992
282 222 -396
159 221 -483
441 242 -442
616 48 -517
546 567 -662
837 143 -800
677 582 332
508 430 -520
811 699 -935
258 305 707
674 634 362
369 741 -455
843 662 575
517 135 656
667 824 -172
131 224 226
116 598 329
29 52 924
246 322 -262
258 30 979
369 528 -166
195 529 -712
770 145 -128
764 564 -798
313 234 -629
446 117 -850
498 166 -799
758 688 688
861 300 -254
427 923 285
404 580 -363
146 355 -822
526 339 31
663 901 -63
2 925 -785
28 549 632
501 530 -968
852 463 -567
66 316 793
613 505 -65
465 839 -462
381 842 266
375 407 -868
530 108 -819
129 61 -442
799 9 -701
277 865 38
717 132 -601
535 252 -188
568 516 648
481 352 -77
360 352 703
756 721 -447
762 617 81
557 190 66
469 883 171
415 343 -153
852 100 -469
150 590 -870
672 256 -583
218 557 -353
806 53 -541
170 697 -871
768 322 -526
579 100 -643
47 95 -594
366 625 -461
775 610 117
358 778 952
780 608 366
99 348 111
784 760 -188
191 330 332
907 194 -595
299 84 -887
879 293 -30
123 561 -253
278 613 -81
848 95 910
64 851 386
726 36 -458
194 427 740
888 602 -850
547 169 427
223 730 -497
875 130 71
829 224 563
306 754 757
416 332 818
552 106 -399
68 684 572
42 649 264
892 851 396
451 26 659
462 344 344
199 715 -475
383 177 150
259 548 764
89 883 315
149 834 265
340 884 372
761 401 964
429 642 612
873 459 -663
292 58 102
504 672 -465
183 907 -305
507 746 -810
263 406 -58
878 704 -624
265 30 534
846 667 145
281 545 780
35 334 506
753 189 992
173 861 439
116 388 544
923 519 616
346 855 -916
599 889 -640
816 338 -393
390 202 -981
82 510 166
2 258 606
302 746 196
836 406 -16
777 131 -428
793 763 -379
368 659 -99
108 821 -350
808 125 -392
80 627 -287
891 432 -422
620 662 -432
393 65 950
641 861 160
231 357 827
653 702 -125
471 861 437
320 829 -481
579 72 -70
166 641 -652
305 338 916
122 660 -478
280 699 -395
826 727 859
152 668 619
506 217 64
395 427 -419
471 612 -149
530 709 -128
392 808 -808
322 740 -641
785 570 -654
875 760 -23
914 448 458
261 863 -951
549 495 -451
669 728 -181
27 176 321
241 759 -599
371 174 59
480 27 99
623 52 106
118 225 -978
372 62 -917
259 925 -772
870 99 626
489 768 925
387 465 -743
519 7 845
9 252 -157
202 362 -167
232 786 -890
225 250 628
683 606 -918
150 745 -278
552 22 -696
597 297 -759
507 459 938
643 88 -121
397 450 -267
495 313 84
276 640 613
662 905 631
103 677 -517
595 860 255
899 516 -978
910 615 -630
571 884 631
56 735 186
501 465 -688
286 27 415
813 853 186
34 740 -56
409 820 -309
203 1 821
39 894 -110
322 653 494
334 868 -44
606 247 -802
443 747 -628
12 883 -772
244 701 440
745 196 319
277 689 858
572 443 264
741 496 -768
588 88 -895
790 456 -37
782 711 849
346 687 832
606 359 802
846 580 680
889 785 725
434 305 814
264 797 999
814 341 -443
237 260 -16
80 28 955
457 292 -743
582 752 847
849 306 476
878 43 -606
221 844 -416
25 772 472
498 304 -719
882 69 371
378 497 476
414 895 -236
62 46 788
714 400 -541
264 583 -277
301 110 -348
378 262 -510
329 650 -966
855 484 -974
162 665 199
80 304 239
892 14 926
5 392 968
276 880 -130
562 369 245
338 148 574
323 94 -949
744 299 646
850 181 192
487 587 474
276 538 -741
883 362 -582
429 266 319
797 550 689
188 383 -89
774 574 -480
300 788 17
342 785 -479
242 562 -990
684 535 -54
575 201 812
643 211 -307
679 13 -356
496 665 -790
18 618 274
152 268 569
293 516 733
268 461 749
234 591 780
803 74 248
919 906 705
633 805 512
430 335 837
374 495 -927
541 558 -760
385 120 961
66 122 185
143 727 519
771 747 -447
551 155 -573
189 507 327
457 180 237
296 517 246
140 542 -751
206 720 -906
151 366 -260
391 524 563
920 884 333
897 901 -750
501 610 -814
850 105 -850
432 774 -71
43 822 316
747 559 802
713 35 513
497 453 718
892 365 -831
587 46 732
58 340 325
369 597 518
60 556 -922
658 1 -82
525 393 -910
117 224 293
584 214 173
552 512 -172
208 661 -194
440 192 963
77 300 395
697 41 -888
247 836 -240
292 802 -666
59 134 -493
640 152 -997
898 849 -779
307 735 -732
648 39 -668
870 274 -893
273 717 -145
48 211 546
588 829 -712
509 359 -814
343 174 -980
274 727 852
264 342 -918
141 844 -474
504 522 304
598 231 -359
198 199 919
632 242 -580
79 81 531
861 79 794
371 911 357
89 97 -150
608 574 -233
830 14 203
483 269 952
641 651 343
879 61 -731
543 41 -549
220 39 733
285 155 -554
686 776 -619
338 457 284
184 562 777
388 874 128
89 839 481
893 772 851
842 722 797
173 715 230
822 243 635
7 60 -367
758 22 996
624 424 188
293 877 337
255 824 712
545 787 567
124 886 759
919 630 84
766 215 -754
561 722 -537
675 642 207
309 544 -60
12 323 896
72 675 470
309 1 201
699 844 -267
539 866 -818
176 797 -329
448 38 13
222 595 631
745 435 90
906 321 -677
512 118 -740
416 545 -469
231 54 -482
252 525 107
393 915 829
319 610 332
26 803 -237
354 143 495
478 269 842
895 821 549
642 689 -415
768 101 609
268 130 345
257 924 -109
669 839 -933
290 221 564
285 445 769
770 104 653
867 173 -60
97 895 -827
110 659 363
603 146 -915
293 391 -542
742 629 584
288 267 154
800 116 -876
17 893 -953
745 3 -682
659 269 -724
342 544 -132
612 112 -743
657 467 -335
566 773 -189
609 161 742
752 489 931
723 80 -495
542 320 -2
485 499 352
778 302 762
733 813 -168
895 138 686
339 425 985
627 712 165
189 361 720
8 388 -619
838 398 -444
547 64 990
438 709 82
362 245 -93
606 270 230
278 460 -690
390 51 664
418 399 263
910 456 316
877 364 -527
102 561 482
103 242 529
404 65 -919
379 183 399
214 510 -173
606 131 -785
376 710 192
759 174 -445
865 908 -1
149 161 152
74 326 -376
536 442 -518
23 724 -215
643 610 196
809 188 -829
356 220 -733
901 661 826
201 202 746
650 61 67
424 21 -342
6 902 419
61 234 920
130 696 -6
912 884 443
28 189 -82
411 421 -162
405 367 171
551 801 -776
254 300 -953
730 685 834
839 789 -456
26 284 -332
444 344 -745
27 395 -191
753 684 216
70 686 185
347 381 853
790 218 -481
904 97 -28
51 145 -892
846 779 770
673 479 -701
900 96 23
261 472 -94
254 829 -83
80 669 507
459 527 -584
700 911 912
445 788 845
879 83 543
574 640 -742
260 485 178
258 625 169
122 104 -264
238 433 348
519 42 571
375 3 -663
186 422 -348
878 584 848
370 268 568
285 566 -313
825 349 216
647 72 808
23 877 -980
182 877 715
488 148 -127
816 226 -992
640 785 543
739 138 -398
245 57 -144
642 319 357
721 157 -9
318 5 441
659 389 -438
220 240 154
529 712 -835
448 26 -553
652 493 -508
344 566 -468
848 212 603
20 195 -255
515 860 985
159 752 40
244 159 -142
449 286 -218
751 762 -772
492 571 104
777 813 248
510 708 -187
246 727 -37
153 713 -59
48 789 18
172 412 9
377 128 -305
653 75 -895
846 486 -950
920 153 -168
721 168 -425
99 763 565
549 612 856
914 377 457
847 601 294
633 906 -790
461 922 989
276 879 799
864 80 795
134 679 689
858 32 705
613 478 577
481 533 408
606 116 246
242 671 522
528 547 -772
400 261 168
784 141 -71
800 841 -254
306 559 -119
73 894 -437
641 189 939
394 164 274
102 713 616
74 364 -510
69 752 179
36 335 -664
373 891 215
98 364 708
779 557 789
903 213 935
328 299 893
581 616 -469
384 822 -303
676 881 -404
386 589 -995
596 826 -647
621 8 45
628 826 175
471 465 -773
428 832 62
343 650 -781
447 177 727
555 556 441
247 515 298
111 460 75
246 345 -632
360 272 -153
158 736 -47
303 200 -887
603 23 212
564 501 -975
69 440 428
19 547 -946
63 404 -250
126 229 -906
133 875 -103
208 431 299
814 114 867
401 814 -804
706 866 157
293 592 -419
271 151 -232
455 747 937
392 526 -165
655 791 697
882 144 -519
761 503 291
480 164 428
666 453 -135
462 188 -24
880 356 -573
342 670 -208
423 757 -387
719 257 -185
127 670 831
239 229 22
579 133 -324
105 600 -657
329 310 636
253 580 -854
286 154 -148
806 329 240
157 552 28
564 251 -818
420 397 584
345 413 -280
450 77 769
184 759 -631
34 217 -270
340 604 -347
431 151 -399
364 849 731
759 764 -322
909 896 -691
396 628 -371
285 34 -817
597 97 -643
689 863 -500
